solvedAt,isCorrect,problemCode,timetaken,testMode,userUID,selected
1674647516341,0,advanced5417,75830,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674647516341,1,advanced5418,21511,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674647516341,0,advanced5419,38800,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647516341,1,advanced5420,26383,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647516341,0,advanced5421,82565,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,1,advanced5422,28646,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,0,advanced5423,50182,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647516341,1,advanced5424,25068,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674647516341,0,advanced5425,56980,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647516341,1,advanced5426,53690,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,0,advanced5427,50675,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674647516341,1,advanced5428,16010,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,1,advanced5429,31086,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,1,advanced5430,53678,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647516341,0,advanced5431,546816,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674647516341,0,advanced5432,93961,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674647516341,1,advanced5433,45812,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674647516341,1,advanced5434,88704,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647516341,0,advanced5435,21175,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674647604005,1,advanced5408,8673,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674647669621,0,advanced5408,62262,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,0
1674647678359,0,advanced5408,845,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,0
1674648280359,0,advanced5409,1490,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674648290833,1,advanced5409,7287,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674648354892,0,basic4943,17948,0,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,0
1674648871385,0,advanced5811,5559,1,CcOtngRaQUVcQkRTNJKFddSjZ123,0
1674649095706,0,advanced5833,220180,1,CcOtngRaQUVcQkRTNJKFddSjZ123,4
1674649109982,1,advanced6203,5735,1,CcOtngRaQUVcQkRTNJKFddSjZ123,1
1674649142718,0,advanced5811,29676,1,CcOtngRaQUVcQkRTNJKFddSjZ123,3
1674649160055,0,advanced6247,6089,1,CcOtngRaQUVcQkRTNJKFddSjZ123,1
1674649402649,1,advanced5904,79405,0,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674649421689,0,advanced5423,98445,0,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653691596,1,advanced6001,22291,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6002,1727,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6003,879,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6004,751,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,1,advanced6005,2009,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6006,3175,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6007,968,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6008,701,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6009,1530,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6010,1185,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,1,advanced6011,2765,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,1,advanced6012,746,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6013,804,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6014,710,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6015,2342,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6016,3238,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6017,735,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6018,675,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,1,advanced6019,1149,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,0,advanced6020,5705,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,0,advanced6021,2994,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6022,849,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,0,advanced6023,1004,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6024,800,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6025,761,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,0,advanced6026,838,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,0,advanced6027,810,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,0,advanced6028,997,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6029,1192,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,0,advanced6030,4862,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,0,advanced6031,788,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,0,advanced6032,984,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,0,advanced6033,867,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6034,742,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,0,advanced6035,803,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,0,advanced6036,757,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6037,864,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653691596,0,advanced6038,869,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,0,advanced6039,1481,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,0,advanced6040,1909,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6041,6886,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6042,1139,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6043,825,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6044,757,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,3
1674653691596,1,advanced6045,1073,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,5
1674653691596,1,advanced6046,3405,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6047,668,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,1
1674653691596,1,advanced6048,804,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6049,702,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,4
1674653691596,1,advanced6050,1323,1,LH8ERBe1DpXavxtNNxKE0KIPyio2,2
1674653756432,1,advanced4701,25759,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,1,advanced4702,63465,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,1,advanced4703,159555,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4704,21271,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,1,advanced4705,5013,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,1,advanced4706,17506,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,1,advanced4707,12578,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,0,advanced4708,55884,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,1,advanced4709,12223,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4710,42558,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4711,21191,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4712,45133,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,1,advanced4713,15726,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4714,25515,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,1,advanced4715,15114,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,1,advanced4716,32605,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,0,advanced4717,48915,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,0,advanced4718,20195,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674653756432,0,advanced4719,32834,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4720,36107,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4721,99997,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,1,advanced4722,34704,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4723,19042,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,1,advanced4724,38697,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,0,advanced4725,65724,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,1,advanced4726,30355,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4727,54248,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,0,advanced4728,51781,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,1,advanced4729,25845,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,0,advanced4730,46703,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,1,advanced4731,52203,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674653756432,1,advanced4732,35857,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,0,advanced4733,10852,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,1,advanced4734,38846,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,0,advanced4735,242417,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4736,15244,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674653756432,0,advanced4737,17219,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674653756432,1,advanced4738,17756,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674653756432,0,advanced4739,43303,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674654003156,1,advanced4701,9148,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4702,37594,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4703,36157,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4704,175516,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4705,14230,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4706,26645,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4707,99220,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4708,34402,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4709,15798,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4710,28166,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4711,35754,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,1,advanced4712,65507,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4713,27187,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4714,14917,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,1,advanced4715,24635,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4716,11537,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4717,22871,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4718,60933,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4719,22864,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4720,90629,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4721,40565,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,1,advanced4722,45695,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4723,38314,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4724,17191,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,0,advanced4725,127401,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4726,25377,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4727,48506,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654003156,1,advanced4728,72165,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4729,47905,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4730,50928,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,1,advanced4731,57489,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4732,30827,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,1,advanced4733,27942,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654003156,1,advanced4734,23826,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,0,advanced4735,192767,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654003156,1,advanced4736,31105,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674654003156,0,advanced4737,65360,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654003156,0,advanced4738,15842,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674654197426,0,advanced4725,104532,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674654244251,1,advanced4725,36910,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674654302580,1,advanced4701,11161,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674654302580,1,advanced4702,6227,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674654302580,0,advanced4703,58262,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674654302580,1,advanced4704,4961,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674654302580,1,advanced4705,1887,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674654302580,1,advanced4706,3230,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674654302580,1,advanced4707,8283,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674654302580,0,advanced4708,74646,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674654302580,1,advanced4709,4995,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674654307645,1,advanced4735,51371,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674654543730,1,advanced4738,2287,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4701,2348,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4702,1896,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4703,20453,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4704,12991,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4705,1926,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4706,3919,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4707,10333,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4708,4850,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4709,3984,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4710,7616,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4711,41961,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4712,20838,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4713,4967,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4714,8336,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4715,1735,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4716,7065,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4717,2303,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,0,advanced4718,103040,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4719,32416,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4720,6113,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4721,12136,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4722,19449,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4723,5550,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4724,3967,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4725,9615,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4726,5518,1,GOlauafiGceNr8ScPFYQCgW6TAS2,4
1674656885278,1,advanced4727,19824,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656885278,1,advanced4728,9262,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4729,9353,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4730,33462,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674656885278,1,advanced4731,31130,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4732,16197,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4733,23135,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4734,7121,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4735,21503,1,GOlauafiGceNr8ScPFYQCgW6TAS2,5
1674656885278,1,advanced4736,24059,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4737,8932,1,GOlauafiGceNr8ScPFYQCgW6TAS2,3
1674656885278,1,advanced4738,3167,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674656988733,0,advanced4718,38197,1,GOlauafiGceNr8ScPFYQCgW6TAS2,1
1674657000084,1,advanced4718,3951,1,GOlauafiGceNr8ScPFYQCgW6TAS2,2
1674657154304,1,advanced4701,68606,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657154304,1,advanced4702,88834,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657154304,1,advanced4703,68175,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657154304,1,advanced4704,139728,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657154304,1,advanced4705,144499,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657154304,1,advanced4706,115062,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657154304,1,advanced4707,207983,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657154304,1,advanced4708,61154,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4701,3710,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4702,1468,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4703,2096,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4704,2180,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4705,3950,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4706,1970,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4707,3968,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4708,3349,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4709,98764,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4710,112219,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4711,148872,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4712,51286,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4713,4012,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4714,4994,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4715,2340,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4716,4689,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4717,6955,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4718,48989,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4719,33441,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4720,3392,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4721,4516,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4722,2835,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4723,9787,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4724,17765,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4725,15855,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4726,31118,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,4
1674657981680,1,advanced4727,5943,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4728,6719,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,1
1674657981680,1,advanced4729,5162,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,0,advanced4730,14183,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4731,10928,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4732,3944,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,0,advanced4733,68903,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4734,8905,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4735,35088,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674657981680,1,advanced4736,10410,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4737,2879,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,3
1674657981680,1,advanced4738,20744,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,2
1674657981680,1,advanced4739,3675,1,AmxY7h9SXJPwgMuO9ZfRJMAJcFu2,5
1674658123348,1,advanced4701,22936,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,1,advanced4702,38598,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,0,advanced4703,17393,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,5
1674658123348,1,advanced4704,13459,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,1,advanced4705,3944,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,0,advanced4706,6938,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,1,advanced4707,8346,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,1,advanced4708,5578,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,4
1674658123348,0,advanced4709,4955,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,1,advanced4710,96511,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,1,advanced4711,3544,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,1,advanced4712,2028,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,1,advanced4713,2339,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,4
1674658123348,1,advanced4714,3163,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,1,advanced4715,5824,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,1
1674658123348,1,advanced4716,983,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,1,advanced4717,1241,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,5
1674658123348,1,advanced4718,4650,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,1,advanced4719,1097,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,2
1674658123348,0,advanced4720,775,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,4
1674658123348,1,advanced4721,5134,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,0,advanced4722,1040,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,1,advanced4723,1238,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,5
1674658123348,0,advanced4724,1128,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,3
1674658123348,1,advanced4725,816,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,4
1674658123348,1,advanced4726,10084,1,EZKg2x3FgvRNiQfgK0iNy1iz54k2,4
