assessmentItemID,keyword
advanced4948,"['대통령', '대통령', '선거인단', '무기명', '투표', '선거', '내용', '대통령', '입후보', '자', '정당', '추천', '법률', '수', '대통령 선거', '인', '추천', '내용', '마지막', '대통령', '선거인단', '재적', '대통령 선거', '과반수', '찬성', '자', '대통령', '당선자', '내용', '조에', '대통령', '임기', '년', '중임', '수', '내용', '중임', '수', '년', '단임', '규정', '것', '제시', '헌법', '년', '10월', '공포', '차', '개헌', '수', '있다', '대통령', '선거인단', '이란', '용어', '키워드', '차', '개헌', '년', '10월', '공포', '차', '개헌', '때', '시행', '사실', '전두환', '정부', '수', '프로 야구', '개', '구단', '출범', '것', '전두환', '정부', '시기', '년', '3월 27일', '일']"
advanced4949,"['민주', '헌법', '쟁취', '국민', '대회', '제목', '하', '경찰', '사상', '최대', '규모', '명', '병력', '동원', '전국', '집회장', '원천', '봉쇄', '방침', '가운데', '서울', '전국', '개', '도시', '국민', '대회', '내용', '민주', '헌법', '쟁취', '국민운동', '본부', '국민', '합의', '배신', '4·13 호헌 조치', '무효', '국민', '이름', '선언', '발표', '민주', '헌법', '쟁취', '민주', '정부', '수립', '의지', '내용', '제시', '민주화', '운동', '1987년', '6월', '민주', '항쟁', '수', '6월', '민주', '항쟁', '결과', '여당', '대표', '노태우', '6·29 선언', '발표', '동년', '10월', '년', '단임', '대통령', '직선', '개헌', '차', '개헌']"
advanced4950,"['왼쪽', '말풍선', '국민', '금', '운동', '자발', '동참', '외환', '위기', '극복', '힘', '정부', '지금', '노력', '말씀', '내용', '오른쪽', '말풍선', '정부', '기업', '강도', '구조', '조정', '노사정', '위원회', '설치', '등', '다각', '노력', '국제 통화 기금', '구제', '금융', '지원금', '예정', '3년', '상환', '내용', '제시', '정부', '김영삼 정부', '말기', '발생', '외환', '위기', '1997년', '12월 3일', '구제', '금융', '신청', '조기', '수습', '2001년', '8월 23일', '구제', '금융', '조기', '졸업', '김대중 정부', '수', '있다', '김대중 정부', '시기', '1998년 11월', '금강산', '해로', '관광', '사업', '시작', '참고', '금강산', '육', '관광', '사업', '노무현 정부', '시기', '2003년 9월', '시작']"
advanced5001,"['공주', '석장', '리', '남한', '최초', '시대', '유물', '개', '주먹도끼', '등', '뗀석기', '출토', '이번', '발굴', '우리나라', '시대', '존재', '사실', '입증', '내용', '제시', '시대', '구석기 시대', '수', '공주 석장리 유적', '발굴', '우리나라', '구석기 시대', '연구', '기틀', '마련', '구석기 시대', '사람', '석회암', '동굴', '막', '집', '거주']"
advanced5002,"['아들', '손자', '우거', '때', '주변', '나라', '글', '천자', '알현', '내용', '좌', '장군', '군대', '을', '공격', '상', '노인', '상', '한음', '계상', '장군', '등', '항복', '모의', '우거', '왕이', '항복', '한음', '노인', '도망', '한', '항복', '노인', '도중', '내용', '제시', '나라', '고조선', '위만조선', '을', '수', '일반', '왕조', '개', '창자', '국명', '점', '위만조선', '용어', '지적', '위만', '왕조', '위만', '집권기', '고조선', '용어', '담로', '왕족', '파견', '것', '백제', '대', '왕인', '무령왕', '대', '재위', '일', '빈민', '구제', '진대법', '실시', '것', '고구려', '대', '왕인', '고국천왕', '대', '재위', '일', '이다', '고국천왕', '진번', '임', '복속', '세력', '확장', '것', '위만', '집권', '시기', '이다', '기원전 2세기', '전반', '이때', '영역', '사방', '리가', '살인', '절도', '등', '죄', '금', '조가', '나라', '고조선', '위만조선', '위만조선', '고조선', '설명', '보기', '것']"
advanced5003,"['사회', '경제', '제목', '아래', '풍습', '산천', '중시', '산', '읍', '락', '경계', '읍', '락', '침범', '소', '말', '등', '변상', '책화', '있다', '내용', '특산물', '낙랑', '단궁', '땅', '바다', '어피', '산출', '무늬', '표범', '하마', '등', '내용', '제시', '나라', '초기', '국가', '동예', '임', '수', '동예', '읍', '군', '로라', '지배자', '군장']"
advanced5004,"['옥대', '왕이', '오색', '비단', '금', '옥', '보답', '사람', '대나무', '바다', '산', '용', '내용', '왕이', '감', '은사', '유숙', '행사', '대나무', '피리', '월성', '천존', '고', '보관', '피리', '적병', '병', '가물', '때', '비', '비오', '때', '개', '바람', '파도', '평온', '파', '식', '국보', '내용', '파', '식', '설화', '자료', '속', '용', '신라', '30대', '왕인', '문무왕', '재위', '왕', '대', '왕인', '신문왕', '재위', '신라', '삼국', '통일', '이후', '백제', '고구려', '유민', '마음', '민심', '통합', '나라', '안정', '호국', '사상', '평가', '신문왕', '즉위', '직후', '원년', '김', '흠', '돌', '진골', '귀족', '세력', '숙청', '김흠돌의 난']"
advanced5005,"['고구려', '왕', '군사', '명', '왕도', '한성', '포위', '왕이', '성문', '고구려', '군사', '길', '협공', '바람', '불', '성문', '내용', '사람', '항복', '자', '왕이', '바', '명', '기병', '성문', '서쪽', '고구려', '군사', '추격', '왕', '내용', '고구려', '왕', '고구려', '20대', '왕인', '장수왕', '재위', '피살', '왕', '백제', '대', '왕인', '개로왕', '재위', '제시', '자료', '속', '사건', '고구려', '장수왕', '년', '백제', '도읍', '한성', '위례성', '공격', '함락', '사건', '백제', '한성', '시대', '웅진', '공주', '시대', '시작', '장수', '안시성', '공격', '일', '동안', '명', '인력', '동원', '밤낮', '토사', '토사', '정상은', '성', '길', '성', '안', '수', '도중', '토사', '성', '바람', '성벽', '일부', '내용', '황제', '장수', '명', '안시성', '공격', '일', '수', '내용', '당 태종', '고구려', '침략', '안시성 전투', '임', '수', '있다', '고구려', '보장왕', '고구려', '을지문덕', '살수', '수', '수', '대', '것', '영양왕', '년', '612년', '일']"
advanced5006,"['문화재', '청', '김해', '대성동', '양동리', '고분', '출토', '목걸이', '점', '보물', '지정', '예고', '내용', '유물', '김', '수로왕', '건국', '수준', '공예', '기술', '토지', '보존', '상태', '학술', '예술', '가치', '것', '평가', '내용', '제시', '나라', '금관', '가야', '임', '수', '가야', '철이', '생산', '낙랑', '등', '수출']"
advanced5007,"['능산리', '절', '터', '발견', '석조', '사리', '감', '사리', '감', '글', '능산리', '절', '터', '관', '산성', '전사', '왕', '명복', '조성', '것', '수', '있다', '내용', '제시', '왕', '백제', '대', '왕인', '성왕', '재위', '수', '성왕', '재위', '년', '년', '신라', '진흥왕', '연합', '한강', '하류', '지역']"
advanced5008,"['남북국 시대', '제목', '아래', '부', '동모산', '도읍', '나라', '부', '당', '등주', '공격', '요서', '격돌', '부', '일본', '국', '서', '고려', '국왕', '제시', '제시', '국가', '발해', '임', '수', '발해의 중앙 관제', '부', '문왕', '때', '정당', '대내', '국정', '총괄']"
advanced5009,"['상주', '가은', '현', '사람', '왕', '총애', '측근', '정권', '마음', '기강', '문란', '기근', '백성', '도적', '봉기', '내용', '이', '왕위', '마음', '무진주', '습격', '왕이', '왕', '서쪽', '순행', '완산주', '백성', '환영', '내용', '상주', '가은', '현', '사람', '점', '무진주', '지금', '광주', '완산주', '지금', '전주', '부분', '제시', '인물', '년', '후백제', '견훤', '짐작', '수', '후백제', '건국', '후', '남', '중국', '후당', '오월', '사신', '파견', '설명', '광', '평', '각종', '정치', '기구', '마련', '인물', '후고구려', '궁예', '이다', '설명', '신라', '금성', '습격', '신라', '대', '왕인', '경애왕', '재위', '인물', '견훤', '이다', '설명', '정계', '관리', '규범', '제시', '인물', '고려', '태조 왕건', '이다', '태조', '설명', '보기', '견훤', '설명']"
advanced5010,"['몸', '궁궐', '마음', '백성', '지방', '수령', '눈', '귀', '빌어', '백성', '기대', '부합', '내용', '우', '서', '목', '제도', '시행', '터', '주나라', '년', '간', '지속', '국운', '길', '것', '이다', '내용', '우', '목', '제도', '시행', '부분', '제시', '왕', '목', '설치', '지방관', '절도사', '파견', '고려', '대', '왕', '성종', '재위', '수', '있다', '성종', '고려 성종', '최승로', '시무 28조', '통치', '체제', '정비', '성종', '원년']"
advanced5011,"['김방경', '묘', '개경', '환도', '이후', '몽골', '간섭', '시기', '여', '몽', '연합군', '고려', '군', '도원수', '일본', '원정', '참여', '내용', '제시', '시기', '원 간섭기', '의미', '것', '수', '원 간섭기', '일반', '1270년', '원종', '1256년', '공민왕', '주장', '여', '몽', '연합군', '일본', '원정', '차례', '실패', '차', '원정', '원종', '차', '원정', '충렬왕', '원 간섭기', '고려', '관제', '격하', '중서문하성', '상서성', '첨', '부', '개편', '부', '부', '사']"
advanced5012,"['범어사', '본', '국보', '승격', '제목', '아래', '부산', '범어사', '소장', '권', '보물', '국보', '승격', '내용', '이번', '국보', '승격', '범어사', '소장본', '일연', '저술', '현존', '판', '각본', '중', '시기', '것', '추정', '국보', '지정', '판', '각본', '누락', '부분', '보완', '수', '점', '사료', '가치', '문화', '재정', '관계자', '내용', '제시', '역사서', '일연', '1285년', '경', '고려 충렬왕', '편찬', '삼국유사', '임', '짐작', '수', '삼국유사', '편찬', '연도', '지금', '1281년', '고려 충렬왕', '표시', '불교', '전문', '사학자', '연구', '결과', '이제', '1285년', '경', '고려 충렬왕', '표시', '삼국유사', '단군', '건국', '이야기', '수록']"
advanced5013,"['왼쪽', '말풍선', '얼마', '왕', '위', '봉', '루', '과거', '급제자', '발표', '말', '오른쪽', '말풍선', '한림학사', '쌍기', '이번', '처음', '과거', '지공거', '말', '제시', '왕', '고려', '대', '왕인', '광종', '재위', '수', '광종', '재위', '년', '년', '노비안검법', '시행']"
advanced5014,"['불상', '불교', '문화', '사진전', '제목', '아래', '실', '시대', '불상', '사진', '전시', '시대', '대형', '철', '불이', '유행', '논산', '관', '촉', '사', '석조', '미륵보살', '입상', '불상', '조성', '내용', '선지', '경주', '석굴암', '본존불', '신라', '경덕왕', '10년', '불국사', '창건', '시기', '조성']"
advanced5015,"['한국사', '테이', '터', '베이스', '사이트', '제목', '아래', '고려사절요', '검색', '창', '제시', '명종', '26년', '4월', '이의민', '제거', '내용', '명종', '년', '5월', '봉사', '내용', '신종', '3년', '12월', '도방', '설치', '내용', '희종', '2년', '3월', '진강', '후', '책봉', '내용', '제시', '인물', '최', '씨', '무신', '정권기', '최충헌', '수', '최충헌', '고려 희종', '년', '년', '교정도감', '설치', '교정', '별감', '인사', '재정', '등', '국정', '전반', '장악', '최충헌', '집권', '시', '명', '왕', '명종', '신종', '명', '왕', '신종', '희종', '강종', '고종', '등', '막강', '권력', '행사']"
advanced5016,"['양규', '이수', '전투', '추격', '명', '머리', '남녀', '명', '내용', '무신', '양규', '활약', '것', '거란', '차', '침입', '때', '일', '이다', '고려 현종', '원년', '이때', '별장', '김숙', '흥', '로', '이수', '여', '리', '참', '등', '기습', '전', '승', '백성', '만', '명', '윤관', '등', '군사', '내성', '목재', '기와', '변경', '남쪽', '백성', '내용', '윤관', '동북 9성', '것', '1107년', '고려 예종', '일', '적군', '일', '동안', '귀', '주성', '포위', '방법', '공격', '박', '서', '임기응변', '대응', '적군', '내용', '서', '북면', '병마사', '박', '서', '귀', '주성', '것', '몽골', '차', '침입', '때', '일', '이다', '고려 고종', '귀', '주성', '전투', '이상', '순서', '나열']"
advanced5017,"['위', '자료', '토지', '비옥', '구분', '문무백관', '병', '한인', '과', '해당', '토지', '전지', '과', '땔나무', '땅', '시지', '내용', '제시', '자료', '고려', '시대', '때', '전시과', '것', '수', '아래', '자료', '도평의사사', '방', '지금', '은', '병', '개', '쌀', '환산', '개경', '석', '지방', '석', '비율', '경시', '서', '해', '풍흉', '값', '것', '내용', '충렬왕', '때', '개칭', '도평의사사', '기구', '명', '고려', '후기', '원 간섭기', '일임', '짐작', '수', '있다', '충렬왕', '은', '병', '활구', '처음', '발행', '것', '고려 숙종', '년', '1101년', '일', '예성강', '하구', '벽란도', '국제 무역', '항', '번성', '것', '고려', '때', '일']"
advanced5018,"['답사', '계획서', '제목', '아래', '주제', '조선', '왕', '자취', '길', '제시', '일', '차로', '경복궁', '종묘', '일', '차로', '남한산성', '수원 화성', '이', '일', '차로', '영릉', '신륵사', '국왕', '신농', '후직', '풍년', '기원', '의례', '곳', '선농단', '조선 태조', '서울', '동대문구', '위치', '서울', '종로구', '위치', '종묘', '조선', '시대', '역대', '왕', '왕비', '신위', '봉안', '사당']"
advanced5019,"['작품', '명', '의순', '관영', '조도', '제시', '나라', '사신', '만력제', '신종', '등극', '압록강', '의주', '의순', '관', '도착', '모습', '내용', '조선', '관리', '예', '의순', '앞', '사신', '일행', '있다', '내용', '만력제', '신종', '중국', '명', '대', '황제', '재위', '제시', '나라', '명', '수', '참고', '의주', '중국', '외교', '활동', '요지', '때문', '그림', '시문', '산출', '의순', '관영', '조도', '년', '10월', '명', '사신', '조선', '관리', '광경', '묘사', '그림', '조선', '건국', '초', '태조', '때', '삼봉', '정도전', '중심', '명', '대한', '요동 정벌', '추진']"
advanced5020,"['이', '제주도', '유배', '장소', '한도', '내용', '제시', '추사', '김정희', '수', '한도', '국보', '호로', '국립', '중앙', '박물관', '소장', '김정희', '제주도', '유배', '때', '책', '제자', '이상', '고마움', '전해', '진다', '헌종', '오랫동안', '장', '무상', '망', '인장', '그림', '추사', '마음', '수', '김정희', '금석과안록', '북한산', '비', '진흥왕 순수비', '임', '처음', '고증', '철종']"
advanced5021,"['그림', '평양', '부임', '을', '환영', '모습', '묘사', '부벽루', '연회', '내용', '감사', '방백', '종', '품', '이상', '고위', '관리', '임명', '내용', '제시', '조선', '시대', '도', '파견', '지방', '통치', '책임', '최고', '지방', '장관', '관찰사', '수', '관찰사', '관내', '군현', '수령', '감독', '근무', '성정', '평가']"
advanced5022,"['한', '영규', '서양', '간', '특', '설', '윤리', '강상', '진산', '권상연', '윤지충', '자', '제사', '위패', '조문', '거절', '부모', '시신', '죄', '내용', '최초', '천주교', '탄압', '사건', '진산', '사건', '수', '있다', '정조', '전라도', '진산', '선비', '권상연', '윤지충', '제시', '대로', '부모', '제사', '거부', '위패', '발생', '사건', '신해박해', '사헌부', '통분', '이가환', '이승훈', '정약용', '죄', '처벌', '수', '사학', '이란', '것', '나라', '화', '말', '것', '내용', '제시', '자료', '조선 순조', '원년', '년', '발생', '신유박해', '수', '참고', '이승훈', '최초', '천주교', '영세자', '세례', '교인', '세례명', '베드로', '의금부', '죄인', '남종삼', '근거', '러시아', '변란', '것', '프랑스', '조약', '계책', '사람', '현혹', '나라', '외적', '죄', '번', '죄인', '자백', '내용', '배경', '지식', '필요', '사료', '천주교', '순교자', '남종삼', '세례명', '요한', '관련', '천주교', '박해', '사건', '병인박해', '이다', '고종', '이상', '순서', '나열']"
advanced5023,"['호패', '법', '실시', '발표', '제목', '아래', '금일', '왕이', '호패', '법', '시행', '명령', '문란', '해진', '군', '정비', '이괄의 난', '이후', '백성', '동태', '점검', '것', '내용', '호패', '법', '반정', '직후', '논의', '군역', '편입', '백성', '반발', '우려', '지금', '시행', '내용', '제시', '왕', '반정', '왕위', '조선', '대', '왕인', '인조', '재위', '수', '호패', '법', '태종', '년', '년', '처음', '시행', '백성', '호응', '숙종', '초', '차례', '중단', '인조', '때', '호패', '법', '실시', '교지', '것', '1626년', '일', '이다', '인조', '전세', '결', '당', '두', '고정', '영정법', '제정', '것', '조선 인조', '년', '1635년', '일']"
advanced5024,"['한국사', '과제', '안내문', '제목', '아래', '다음', '제시', '조선', '농업', '서적', '중', '선택', '보고서', '제출', '내용', '금양잡록', '농사직설', '산림경제', '임원경제지', '제시', '참고', '흉년', '대처', '방법', '책', '일종', '황서', '이다', '명종', '정초', '변', '효', '문', '등', '왕명', '풍토', '농법', '종합', '편찬', '농업', '서적', '농사직설', '이다', '세종', '관', '찬', '간행']"
advanced5025,"['왼쪽', '말풍선', '색경', '편찬', '인물', '이야기', '말', '가운데', '말풍선', '노론', '사문난적', '당시', '학계', '배척', '말', '색경', '편찬', '숙종', '노론', '사문난적', '인물', '서계', '박세당', '박세당', '소론', '유학', '경전', '주자', '해석', '사변록', '저술', '참고', '노론', '사문난적', '인물', '남인', '백호', '윤휴']"
advanced5026,"['그림', '조선', '국왕', '일생', '제목', '아래', '그림', '효', '명', '세자', '입학', '의식', '왕세자입학도첩', '중', '입학', '이다', '내용', '효', '명', '세자', '이날', '궁', '도착', '대성전', '공자', '신위', '술', '후', '명륜당', '스승', '교육', '내용', '제시', '조선', '최고', '교육', '기관', '성균관', '임', '수', '참고', '효', '명', '세자', '1812년', '손', '조', '왕세자', '책봉', '년', '3월', '성균관', '입학', '년', '왕명', '대리청정', '청정', '년', '만', '사망', '효', '명', '세자', '비', '조대비', '신정', '왕후', '성균관', '생원', '시나', '진사시', '합격자', '입학', '자격', '부여']"
advanced5027,"['왜인', '양', '화친', '번', '사학', '서책', '천주', '초상', '교역', '속', '전도사', '신도가', '전수', '사학', '나라', '것', '내용', '면', '암', '최익현', '수', '있다', '당시', '최익현', '조선', '일본', '사이', '강화도 조약', '조일', '수호', '조', '규', '체결', '협의', '중', '얘기', '예전', '임진왜란', '직전', '지부', '상소', '중봉', '조헌', '1592년', '예', '도끼', '광화문', '앞', '상소', '조정', '백해무익', '일', '러시아', '마음', '미국', '의도', '일', '오랑캐', '황준헌', '자', '중국', '일본', '말', '예수', '신', '난적', '앞잡이', '짐승', '무리', '고금', '천하', '이치', '내용', '1881년', '고종', '2월', '영남', '만인소', '임', '수', '있다', '이만손', '강진규', '이만우', '등', '중심', '창사', '김기수', '수신사', '일본', '파견', '것', '강화도 조약', '체결', '직후', '년', '4월', '일', '이다', '차', '수신사']"
advanced5028,"['김상철', '말', '도성', '백성', '생계', '점포', '데', '근래', '기강', '어물', '약재', '등', '물건', '이익', '중간', '독점', '도고', '폐단', '내용', '대조', '차례', '해이', '물건', '가격', '폭등', '것', '때문', '평시서', '등', '적발', '일', '내용', '도고', '폐단', '것', '조선', '후기', '일', '평시서', '시전', '도량형', '물가', '등', '일', '관장', '관청', '조선', '개국', '당시', '경시', '서', '1466년', '세조', '평시서', '개칭', '왜인', '포', '산포', '염포', '울산', '포', '창원', '개항', '것', '세종', '년', '1426년', '일', '이다', '포', '개항', '중종', '년', '년', '포', '왜란', '포', '폐쇄', '이때', '비변사', '처음', '임시', '설치', '국방', '문제', '논의']"
advanced5029,"['신', '병창', '앞', '품', '성묘', '동서무', '배향', '제현', '충절', '대의', '빛나', '영원', '곳', '서원', '외', '향사', '중단', '사액', '철폐', '내용', '지시', '사액', '서원', '중', '앞', '보존', '곳', '개', '별', '단', '바', '계', '하', '도', '내용', '제시', '전국', '서원', '곳', '제외', '철폐', '흥', '선', '대원군', '수', '있다', '고종', '원년', '동서무', '성균관', '향교', '문묘', '유현', '위패', '성전', '앞', '동쪽', '서쪽', '건물', '행각', '말', '동쪽', '건물', '동무', '서쪽', '건물', '서무', '계', '하', '국왕', '재가', '흥', '선', '대원군', '종로', '전국', '각지', '척화비', '건립', '것', '1871년', '고종', '4월', '일', '비석', '표면', '서양', '오랑캐', '침입', '화친', '것', '화친', '주장', '나라', '것', '이다', '주문', '글자', '우리들의', '만대', '자손', '경계', '병인년', '신미', '년', '글자']"
advanced5030,"['우정총국', '업무', '시작', '발행', '국내', '최초', '우표', '이다', '내용', '당시', '화폐', '단위', '문', '문위 우표', '이름', '김옥균', '등', '주도', '으', '우정총국', '폐쇄', '우표', '이상', '발행', '내용', '제시', '고종', '년', '년', '12월', '발생', '갑신정변', '임', '수', '갑신정변', '청', '일', '간', '조약', '체결', '계기', '참고', '조선', '일본', '사이', '한성', '조약', '체결']"
advanced5031,"['왼쪽', '말풍선', '백동', '제일', '은행', '교환소', '평가', '말', '오른쪽', '말풍선', '백동', '사용', '수', '테', '손해', '교환', '수', '말', '제시', '상황', '재정', '고문', '메가', '타', '주도', '화폐', '정리', '사업', '것', '수', '있다', '메가타 다네타로', '제국', '재정', '고문', '것', '제1차 한일 협약', '때문', '이다']"
advanced5032,"['문서', '에디슨', '설립', '전기', '회사', '프레이저', '자사', '조선', '대리인', '위촉', '내용', '있다', '내용', '회사', '대리인', '경복궁', '전등', '가설', '공사', '수주', '경복궁', '발전', '설비', '마련', '건청궁', '조선', '최초', '전등', '가설', '내용', '경복궁', '건청궁', '조선', '최초', '전등', '가설', '것', '1887년', '고종', '3월 6일', '일', '노량진', '제물포', '경인선', '개통', '것', '1899년', '고종', '9월', '일', '참고', '서대문', '청량리', '전차', '개통', '것', '개월', '전인', '년', '월']"
advanced5033,"['공주', '우금치', '전적', '당시', '남', '접', '북', '접', '연합군', '북상', '중', '관군', '일본군', '상대로', '격전', '장소', '이다', '내용', '우금치', '도성', '길목', '전략', '지역', '내용', '공주', '우금치 전투', '언급', '것', '제시', '고종', '년', '년', '전개', '동학 농민 운동', '수', '동학', '농민군', '차', '봉기', '때', '년', '4월', '음력', '황토', '현', '전라', '감영', '군', '격파', '황토현 전투', '주', '일', '뒤', '장성', '황룡', '촌', '중앙', '경', '군', '격파', '후', '황룡', '촌', '전투', '전주', '점령', '음력']"
advanced5034,"['사건', '일지', '제목', '아래', '11월 10일', '이토', '고종', '일왕', '친서', '전달', '11월 15일', '이토', '고종', '접견', '협상', '초안', '제출', '내용', '11월 16일', '이토', '제국', '대신', '조약', '체결', '강요', '11월 17일', '일본군', '동원', '강압', '분위기', '속', '조약', '체결', '진행', '마지막', '11월 18일', '이토', '외부인', '탈취', '고종', '윤허', '조인', '내용', '제시', '사건', '년', '11월 17일', '강요', '차', '한일', '협약', '것', '수', '일제', '강요', '제국', '외교', '박탈', '이듬해', '년', '2월', '통감부', '설치', '통감', '정치']"
advanced5035,"['우수리스크', '거주지', '제목', '아래', '건물', '연해주', '한인', '사회', '명망', '독립운동', '가', '이', '거주', '곳', '이다', '내용', '년', '대동', '공보', '사장', '취임', '년', '권업회', '조직', '권', '업', '신문', '발간', '년', '회', '전', '한족', '대표', '회의', '이동휘', '명예', '회장', '추대', '년', '일본군', '자행', '4월', '참변', '우수리스크', '순국', '내용', '제시', '인물', '최재형', '수', '연해주', '독립운동', '가', '최재형', '일', '중', '안중근', '의사', '하얼빈', '역', '의거', '지원', '것', '있다']"
advanced5036,"['좌우', '힘', '창립', '제목', '아래', '기획', '의도', '일제 강점기', '최대', '규모', '사회', '단체', '다큐멘터리', '제작', '역사', '의미', '내용', '장면', '구성', '정우회', '선언', '작성', '장면', '이상재', '회장', '추대', '장면', '전국', '도시', '지회', '설립', '장면', '순회', '강연', '단', '조직', '농민', '운동', '지원', '장면', '제시', '제시', '민족', '협동', '전선', '운동', '일환', '년', '2월', '창립', '신간회', '임', '수', '신간회', '년', '11월', '광주 학생 항일 운동', '발생', '진상', '조사단', '파견', '동년', '12월', '전국', '민중', '대회', '개최']"
advanced5037,"['위', '자료', '신', '등', '말', '일전', '외부', '산림', '원', '황지', '년', '기한', '일본인', '일', '정부', '청의', '도하', '인심', '있다', '내용', '아래', '자료', '종로', '송수', '심상진', '씨', '등', '부', '부', '원', '청', '관가', '산림', '하천', '원', '황무지', '일본인', '청구', '국가', '존망', '인민', '생사', '경', '각', '내용', '제시', '자료', '일본', '년', '6월', '제국', '영토', '해당', '황무지', '개간', '요구', '사실', '관련', '것', '짐작', '수', '일본', '황무지', '개간', '요구', '반대', '성암', '송수', '만', '심상진', '등', '대한', '보안회', '설립', '일본', '요구', '좌절', '데', '성공', '참고', '해학', '유서', '한말', '애국', '계몽', '운동가', '이기', '시문집']"
advanced5038,"['부산', '해운대', '애국지사', '강근호', '길', '년', '10월', '백운평', '어', '랑', '촌', '동하', '등지', '일본군', '당시', '북', '군정', '중대장', '활약', '내용', '제시', '북', '군', '정서', '군', '독립군', '국민군', '등', '독립군', '연합', '부대', '회의', '전투', '끝', '일본군', '명', '사살', '청산리', '대첩', '것', '수']"
advanced5039,"['국회', '의사당', '중앙', '홀', '흉', '내용', '안창호', '양기탁', '신민회', '조직', '국권', '피탈', '이후', '서간도', '삼원보', '경학사', '신흥', '강습소', '설립', '주도', '내용', '제시', '인물', '대한민국 임시 의정원', '초대', '의장', '오', '이동녕', '수']"
advanced5040,"['사진', '을밀대', '지붕', '위', '고공', '농성', '강주룡', '모습', '대공황', '이후', '식민지', '노동', '환경', '임금', '삭감', '등', '반대', '평원', '고무', '공장', '쟁의', '주도', '내용', '사건', '자본가', '일제', '맞선', '반제국주의', '항일', '투쟁', '점', '의미', '있다', '내용', '평양', '을밀대', '지붕', '위', '임금', '삭감', '등', '반대', '체', '공녀', '강주룡', '우리나라', '최초', '고공', '농성', '것', '년', '5월 28일', '일', '전시', '징용', '정책', '임금', '체불', '차별', '대우', '반대', '동방', '광산', '광부', '투쟁', '것', '년', '5월', '일', '이다', '달', '동안', '휴업', '명', '광부', '악질', '감독', '노동자', '구타', '것', '계기', '취업', '거부', '한편', '광산', '사무실', '선광', '장', '시설물', '파괴']"
advanced5041,"['시', '근현대', '역사', '투어', '제목', '아래', '투어', '일정', '제시', '출발', '후', '친일파', '연구', '선구자', '임종국', '선생', '흉', '일본군', '위안부', '묘역', '망향', '동산', '국난', '극복', '역사', '독립', '기념관', '초혼', '묘', '사우', '유관순', '열사', '사적지', '제시', '시', '충남', '천안', '시', '수', '사우', '선조', '선현', '신주', '영정', '제향', '장소', '1919년', '4월 1일', '충남', '천안', '아우', '내', '장터', '독립', '만세', '운동', '아우', '내', '장터', '유관순', '열사', '태극기', '군중', '독립', '만세', '곳', '지금', '충남', '천안시', '동남구', '병천면', '장터']"
advanced5042,"['왼쪽', '말풍선', '운동', '소재', '소설', '상록수', '사진', '속', '인물', '말씀', '질문', '제시', '사진', '속', '인물', '심훈', '상록수', '년', '동아일보', '연재', '심훈', '장편소설', '동아일보', '창간', '주년', '기념', '소설', '현상', '당선', '작품', '심훈', '년', '3·1절', '년', '3·1 운동', '참여', '당시', '감격', '저항', '시', '그날이 오면', '시집', '표제작', '그날이 오면', '년', '간행', '조선', '총독부', '검열', '때문', '좌절', '심훈', '사후', '년', '유고', '집으로', '간행']"
advanced5043,"['조선', '말', '사전 편찬', '원고', '제목', '아래', '조선말', '사전 편찬', '년', '년', '동안', '작성', '원고', '이다', '내용', '원고', '년', '일제', '압수', '년', '9월', '서울역', '창고', '발견', '내용', '제시', '단체', '조선어', '학회', '수', '있다', '조선어', '학회', '년', '10월', '한글 맞춤법 통일안', '제정', '조선어', '표준어', '사정', '위원회', '년', '표준어', '사정', '이듬해', '년', '10월', '사정한 조선어 표준말 모음', '간행']"
advanced5044,"['연통제', '공소', '공판', '검사', '구형', '피고', '명', '징역형', '내용', '연통제', '말', '것', '대한민국 임시 정부', '비밀', '행정', '망인', '연통제', '조직', '년', '7월 10일', '이후', '사실', '짐작', '수', '있다', '년', '후반', '연통제', '유지', '제시', '신문', '보도', '매일신보', '년', '11월 19일', '자', '기사', '금년', '1월 8일', '돌발', '앵', '전문', '앞', '대역', '사건', '범인', '경성', '출신', '이봉창', '내용', '한인', '애국', '단원', '이봉창', '의사', '년', '1월 8일', '일본', '도쿄', '사쿠라', '다', '문', '관', '병', '식', '일왕', '히로히토', '수류탄', '사건', '수', '독립운동', '논의', '국민', '대표', '회의', '중국', '상하이', '개최', '것', '년', '1월', '일', '이다', '6월']"
advanced5045,"['문서', '이', '마련', '대한민국 임시 정부', '건국', '강령', '초안', '이다', '내용', '건국', '강령', '민족', '운동', '방향', '광복', '후', '국가', '건설', '지향', '것', '대한민국 임시 정부', '임시', '헌장', '이론', '기초', '초안', '이', '고심', '수정', '흔적', '역사', '가치', '내용', '제시', '인물', '삼균주의', '제창', '조소앙', '수', '조소앙', '정치', '경제', '교육', '균등', '강조', '삼균주의', '제창', '참고', '대한민국', '건국', '강령', '임시 정부', '공보', '발표', '것', '년', '11월 28일', '일']"
